BBL,TotalFeeAmount,NumberOfComplaints,ModeFeeTypeName,ModeFeeTypeCount,ModeLifeCycleName,ModeLifeCycleCount,MeanFeeIssueDate
1019870053,26000,12,Route for Inspection,10,Building,12,2017-05-12 08:00:00
1019880016,1400,7,Complaint,7,Building,7,2018-05-03 10:17:08
1019880024,25400,34,VIOLATION,17,Building,34,2018-06-03 17:38:49
1019880025,200,1,Complaint,1,Building,1,2018-08-30 00:00:00
1019880029,400,2,Complaint,2,Building,2,2018-04-14 12:00:00
1019880037,26800,11,Route for Inspection,5,Building,11,2018-03-19 02:10:54
1019880050,200,1,Complaint,1,Building,1,2017-05-25 00:00:00
1019880098,600,3,Complaint,3,Building,3,2018-11-19 00:00:00
1019880123,39800,21,Route for Inspection,18,Building,21,2017-07-04 05:42:51
1019880127,2800,14,Complaint,11,Building,14,2018-03-14 20:34:17
1019880134,1000,5,Complaint,4,Building,5,2018-05-26 14:24:00
1019930079,200,1,VIOLATION,1,Building,1,2015-02-23 00:00:00
1019930081,200,1,Complaint,1,Building,1,2016-04-09 00:00:00
1019930082,1400,7,VIOLATION,7,Building,7,2014-07-09 17:08:34
1019930086,400,2,Complaint,2,Building,2,2016-09-04 00:00:00
1019930102,1000,5,Complaint,5,Building,5,2018-09-22 00:00:00
1019930112,200,1,Complaint,1,Building,1,2018-10-09 00:00:00
1019950001,200,1,Complaint,1,Building,1,2016-10-11 00:00:00
1019950016,400,2,Complaint,2,Building,2,2017-02-17 00:00:00
1020010038,200,1,Complaint,1,Building,1,2018-04-06 00:00:00
1020019005,1200,6,Complaint,4,Building,6,2017-07-29 08:00:00
1020020034,200,1,Complaint,1,Building,1,2018-11-02 00:00:00
1020020050,200,1,Complaint,1,Building,1,2018-04-05 00:00:00
1020020091,400,2,Complaint,2,Building,2,2018-09-29 00:00:00
1020020093,400,2,VIOLATION,2,Building,2,2018-11-20 12:00:00
1020020097,200,1,Complaint,1,Building,1,2016-11-28 00:00:00
1020060007,600,3,VIOLATION,3,Building,3,2014-12-26 08:00:00
1020060014,1800,9,Complaint,9,Building,9,2017-04-15 08:00:00
1020060017,1800,9,VIOLATION,9,Building,9,2014-12-01 18:40:00
1020060024,400,2,Complaint,2,Building,2,2018-05-05 00:00:00
1020060025,200,1,Complaint,1,Building,1,2019-02-11 00:00:00
1020060027,2400,12,Complaint,10,Building,12,2017-01-30 02:00:00
1020060042,1000,5,Complaint,5,Building,5,2016-10-13 09:36:00
1020060045,1800,9,Complaint,9,Building,9,2017-02-21 10:40:00
1020070009,2000,10,Complaint,5,Building,10,2016-05-29 07:12:00
1020070015,400,2,VIOLATION,2,Building,2,2017-03-09 12:00:00
1020070059,1400,7,Complaint,6,Building,7,2017-11-12 10:17:08
1020080053,200,1,Complaint,1,Building,1,2018-09-30 00:00:00
1020080057,600,3,Complaint,3,Building,3,2016-07-20 08:00:00
1020100006,1000,5,Complaint,5,Building,5,2016-11-10 09:36:00
1020100011,400,2,Complaint,2,Building,2,2017-06-18 00:00:00
1020100021,2000,10,Complaint,9,Building,10,2016-06-18 09:36:00
1020100024,400,2,Complaint,2,Building,2,2016-09-14 12:00:00
1020100030,400,2,Complaint,2,Building,2,2017-12-18 00:00:00
1020100054,600,3,Complaint,3,Building,3,2018-06-29 08:00:00
1020110036,600,3,Complaint,3,Building,3,2016-08-24 00:00:00
1020120039,400,2,VIOLATION,2,Building,2,2014-04-20 12:00:00
1020130009,200,1,VIOLATION,1,Building,1,2016-03-18 00:00:00
1020140016,200,1,Complaint,1,Building,1,2015-11-26 00:00:00
1020140018,400,2,Complaint,1,Building,2,2017-06-17 00:00:00
1020140020,200,1,Complaint,1,Building,1,2018-05-23 00:00:00
1020160050,1400,7,Complaint,7,Building,7,2018-03-02 00:00:00
1020230028,200,1,Complaint,1,Building,1,2017-12-17 00:00:00
1020240001,8400,14,Route for Inspection,9,Building,14,2013-10-16 05:08:34
1020250020,9400,14,Route for Inspection,9,Building,14,2016-07-26 15:25:42
1020250024,1000,5,Complaint,5,Building,5,2018-05-20 00:00:00
1020250034,1200,6,Complaint,5,Building,6,2016-05-24 20:00:00
1020250044,600,3,Complaint,3,Building,3,2017-07-01 08:00:00
1020250052,1200,6,Complaint,6,Building,6,2018-05-15 12:00:00
1020250060,200,1,VIOLATION,1,Building,1,2015-01-29 00:00:00
1020260001,200,1,Complaint,1,Building,1,2018-10-25 00:00:00
1020260029,800,4,Complaint,3,Building,4,2017-08-10 12:00:00
1020260041,600,3,Complaint,3,Building,3,2017-02-17 16:00:00
1020260043,200,1,Complaint,1,Building,1,2017-01-03 00:00:00
1020260045,400,2,Complaint,2,Building,2,2016-06-27 00:00:00
1020260051,600,3,Complaint,3,Building,3,2016-07-13 08:00:00
1020300001,33800,44,Route for Inspection,42,Building,44,2015-07-04 15:16:21
1020300010,1400,7,Complaint,7,Building,7,2017-07-11 03:25:42
1020300021,600,3,Complaint,3,Building,3,2016-08-01 16:00:00
1020300025,1000,5,Complaint,4,Building,5,2018-01-20 14:24:00
1020300027,600,3,Complaint,3,Building,3,2017-02-25 16:00:00
1020300031,200,1,Complaint,1,Building,1,2018-03-21 00:00:00
1020310020,200,1,Complaint,1,Building,1,2018-07-28 00:00:00
1020310023,400,2,VIOLATION,2,Building,2,2016-03-01 12:00:00
1020310031,200,1,Complaint,1,Building,1,2018-11-26 00:00:00
1020310037,200,1,Complaint,1,Building,1,2017-11-21 00:00:00
1020310038,1800,9,Complaint,9,Building,9,2017-08-10 10:40:00
1020310054,800,4,Complaint,4,Building,4,2018-11-03 18:00:00
1020320006,400,2,Complaint,2,Building,2,2018-12-09 12:00:00
1020320029,1000,5,VIOLATION,4,Building,5,2017-01-07 04:48:00
1020320033,200,1,Complaint,1,Building,1,2018-08-03 00:00:00
1020320060,800,4,Complaint,4,Building,4,2017-10-22 06:00:00
1020340034,3600,18,VIOLATION,11,Building,18,2017-09-11 13:20:00
1020340047,800,4,Complaint,4,Building,4,2018-11-04 00:00:00
1020340060,200,1,VIOLATION,1,Building,1,2018-12-14 00:00:00
1020350001,8200,41,Complaint,28,Building,41,2017-04-13 23:24:52
1020360001,600,3,Complaint,3,Building,3,2016-07-11 16:00:00
1020360038,2200,11,Complaint,11,Building,11,2018-01-30 08:43:38
1020360053,200,1,Complaint,1,Building,1,2016-11-28 00:00:00
1020380001,1600,8,Complaint,8,Building,8,2017-06-02 06:00:00
1020380005,200,1,Complaint,1,Building,1,2017-01-10 00:00:00
1020380061,200,1,VIOLATION,1,Building,1,2019-01-28 00:00:00
1020390001,800,4,Complaint,4,Building,4,2017-07-10 18:00:00
1020410045,200,1,Complaint,1,Building,1,2016-08-04 00:00:00
1020427502,400,2,Complaint,2,Building,2,2016-05-19 00:00:00
1020430017,800,4,VIOLATION,4,Building,4,2015-03-08 00:00:00
1020430018,200,1,VIOLATION,1,Building,1,2014-11-25 00:00:00
1020440002,400,2,Complaint,2,Building,2,2018-03-07 00:00:00
1020450091,8000,2,PROJECT BLDG,2,Building,2,2008-08-22 00:00:00
1020450092,200,1,Complaint,1,Building,1,2018-11-26 00:00:00
1020460007,1000,5,VIOLATION,5,Building,5,2016-08-19 09:36:00
1020460028,600,3,VIOLATION,3,Building,3,2017-11-22 16:00:00
1020460031,200,1,Complaint,1,Building,1,2018-11-26 00:00:00
1020460051,200,1,Complaint,1,Building,1,2018-05-11 00:00:00
1020460063,200,1,Complaint,1,Building,1,2016-05-27 00:00:00
1020470001,26000,17,Route for Inspection,15,Building,17,2015-11-20 22:35:17
1020470021,400,2,Complaint,2,Building,2,2018-05-22 00:00:00
1020470025,200,1,Complaint,1,Building,1,2017-06-01 00:00:00
1020480011,800,4,Complaint,4,Building,4,2018-07-13 18:00:00
1020480016,800,4,Complaint,4,Building,4,2017-11-24 12:00:00
1020500053,4000,20,VIOLATION,11,Building,20,2018-12-08 03:36:00
1020500102,400,2,VIOLATION,2,Building,2,2012-12-15 00:00:00
1020510015,600,3,Complaint,3,Building,3,2017-11-28 00:00:00
1020510033,200,1,Complaint,1,Building,1,2016-10-21 00:00:00
1020510035,200,1,Complaint,1,Building,1,2018-03-19 00:00:00
1020510045,2800,14,Complaint,14,Building,14,2018-02-13 17:08:34
1020510054,1200,6,Complaint,6,Building,6,2017-02-15 20:00:00
1020510066,36800,6,Route for Inspection,4,Building,6,2015-01-13 16:00:00
1020510083,200,1,VIOLATION,1,Building,1,2013-04-11 00:00:00
1020510085,200,1,Complaint,1,Building,1,2018-09-27 00:00:00
1020510098,44200,13,VIOLATION,9,Building,13,2013-08-24 00:00:00
1020530096,36000,7,Route for Inspection,3,Building,7,2018-07-11 13:42:51
1020530111,200,1,Complaint,1,Building,1,2016-09-12 00:00:00
1020530114,200,1,Complaint,1,Building,1,2017-03-27 00:00:00
1020540012,200,1,Complaint,1,Building,1,2015-10-29 00:00:00
1020540016,16400,4,Complaint,2,Building,4,2017-04-05 18:00:00
1020540079,1600,8,Complaint,8,Building,8,2018-02-06 18:00:00
1020570029,51600,39,Route for Inspection,31,Building,39,2014-10-05 23:23:04
1020570056,21800,16,Route for Inspection,11,Building,16,2016-06-07 07:30:00
1020580029,20800,66,Route for Inspection,64,Building,66,2015-03-03 02:54:32
1020580047,400,2,Complaint,2,Building,2,2016-03-14 00:00:00
1020580058,7200,7,Complaint,6,Building,7,2018-01-11 13:42:51
1020590016,8200,3,PROJECT BLDG,2,Building,3,2017-10-23 08:00:00
1020590017,12300,20,VIOLATION,19,Building,20,2014-03-13 16:48:00
1020590030,1000,5,Complaint,5,Building,5,2016-08-04 09:36:00
1020590031,200,1,Complaint,1,Building,1,2017-01-19 00:00:00
1020590057,16600,15,Route for Inspection,13,Building,15,2017-03-18 08:00:00
1020600024,10400,4,PROJECT BLDG,2,Building,4,2017-03-23 00:00:00
1020600031,200,1,Complaint,1,Building,1,2016-09-12 00:00:00
1020600035,600,3,VIOLATION,2,Building,3,2015-11-09 00:00:00
1020600060,200,1,Complaint,1,Building,1,2019-01-06 00:00:00
1020610001,200,1,Complaint,1,Building,1,2016-11-18 00:00:00
1020610029,44200,23,Route for Inspection,11,Building,23,2017-02-27 17:44:20
1020610060,800,4,Complaint,4,Building,4,2018-04-23 18:00:00
1020620001,1000,5,VIOLATION,5,Building,5,2018-06-24 04:48:00
1020620014,2200,11,Complaint,11,Building,11,2018-09-03 21:49:05
1020620036,200,1,Complaint,1,Building,1,2018-12-19 00:00:00
1020630057,400,2,Complaint,2,Building,2,2018-07-05 12:00:00
1020640039,200,1,VIOLATION,1,Building,1,2017-02-16 00:00:00
1020640056,200,1,Complaint,1,Building,1,2018-06-29 00:00:00
1020650014,1600,8,Complaint,8,Building,8,2016-09-12 00:00:00
1020650021,400,2,Complaint,2,Building,2,2017-09-26 12:00:00
1020650042,200,1,Complaint,1,Building,1,2018-12-30 00:00:00
1020660033,400,2,Complaint,2,Building,2,2016-08-08 00:00:00
1020660054,22600,10,Route for Inspection,8,Building,10,2016-02-05 09:36:00
1020680002,200,1,Complaint,1,Building,1,2017-02-16 00:00:00
1020680003,600,3,Complaint,3,Building,3,2016-02-24 08:00:00
1020680004,200,1,Complaint,1,Building,1,2018-01-17 00:00:00
1020680024,400,2,VIOLATION,2,Building,2,2017-02-28 00:00:00
1020680037,200,1,Complaint,1,Building,1,2017-03-08 00:00:00
1020687502,200,1,Complaint,1,Building,1,2017-12-01 00:00:00
1020690001,2000,10,Complaint,9,Building,10,2017-12-31 19:12:00
1020690042,800,4,Complaint,4,Building,4,2016-07-13 18:00:00
1020700019,25800,31,Route for Inspection,28,Building,31,2017-05-13 13:56:07
1020700036,200,1,Complaint,1,Building,1,2018-02-08 00:00:00
1020700043,200,1,Complaint,1,Building,1,2015-12-16 00:00:00
1020710019,200,1,Complaint,1,Building,1,2018-03-27 00:00:00
1020710025,600,3,VIOLATION,3,Building,3,2017-12-24 08:00:00
1020710029,200,1,Complaint,1,Building,1,2016-08-10 00:00:00
1020710036,600,3,Complaint,3,Building,3,2018-02-28 08:00:00
1020710045,25800,7,Route for Inspection,4,Building,7,2013-08-22 13:42:51
1020710061,600,3,Complaint,3,Building,3,2018-05-29 08:00:00
1020720024,16200,8,Route for Inspection,6,Building,8,2017-08-31 03:00:00
1020720039,600,3,Complaint,3,Building,3,2017-05-30 08:00:00
1020720057,400,2,Complaint,2,Building,2,2018-07-21 12:00:00
1020720059,200,1,Complaint,1,Building,1,2016-03-04 00:00:00
1020720064,600,3,Complaint,3,Building,3,2017-01-11 08:00:00
1020730025,200,1,Complaint,1,Building,1,2017-06-19 00:00:00
1020730028,200,1,Complaint,1,Building,1,2017-08-30 00:00:00
1020730032,12600,25,VIOLATION,12,Building,25,2013-12-29 22:04:48
1020730037,3400,17,Complaint,17,Building,17,2017-09-18 07:03:31
1020740007,1800,9,Complaint,8,Building,9,2017-03-21 02:40:00
1020740030,13200,2,PROJECT BLDG,1,Building,2,2017-09-09 00:00:00
1020740049,400,2,Complaint,2,Building,2,2018-01-21 00:00:00
1020750017,26000,12,VIOLATION,6,Building,12,2015-03-31 14:00:00
1020750026,39600,5,Route for Inspection,3,Building,5,2016-07-17 09:36:00
1020750036,400,2,VIOLATION,2,Building,2,2018-02-11 00:00:00
1020750039,600,3,Complaint,3,Building,3,2018-10-16 16:00:00
1020760014,200,1,Complaint,1,Building,1,2017-11-23 00:00:00
1020760016,200,1,Complaint,1,Building,1,2016-11-23 00:00:00
1020760053,400,2,Complaint,2,Building,2,2018-09-17 12:00:00
1020770010,1200,6,VIOLATION,6,Building,6,2012-11-10 20:00:00
1020770013,200,1,VIOLATION,1,Building,1,2017-03-21 00:00:00
1020770037,200,1,Complaint,1,Building,1,2018-04-07 00:00:00
1020770039,200,1,Complaint,1,Building,1,2015-11-23 00:00:00
1020770050,200,1,Complaint,1,Building,1,2016-09-29 00:00:00
1020780011,55700,68,Route for Inspection,66,Building,68,2014-04-26 11:38:49
1020780015,200,1,Complaint,1,Building,1,2018-04-29 00:00:00
1020780047,200,1,Complaint,1,Building,1,2019-01-15 00:00:00
1020780051,600,3,Complaint,3,Building,3,2018-10-20 16:00:00
1020780053,200,1,Complaint,1,Building,1,2018-11-23 00:00:00
1020790001,56800,72,Route for Inspection,63,Building,72,2014-09-08 06:40:00
1020790019,1000,5,VIOLATION,4,Building,5,2016-01-10 09:36:00
1020790021,3200,16,Complaint,15,Building,16,2017-04-10 12:00:00
1020790023,600,3,Complaint,3,Building,3,2017-01-27 16:00:00
1020800034,800,4,Complaint,4,Building,4,2016-05-12 12:00:00
1020800054,400,2,Complaint,2,Building,2,2017-01-16 12:00:00
1020810001,2400,12,Complaint,12,Building,12,2017-06-07 22:00:00
1020810142,9200,3,PROJECT BLDG,2,Building,3,2009-04-24 16:00:00
1020820001,600,3,Complaint,3,Building,3,2018-05-21 16:00:00
1020820005,600,3,Complaint,3,Building,3,2018-04-14 08:00:00
1020820007,600,3,Complaint,3,Building,3,2017-06-27 16:00:00
1020820011,30300,24,Route for Inspection,22,Building,24,2015-02-09 21:00:00
1020820013,200,1,Complaint,1,Building,1,2016-07-08 00:00:00
1020820027,6800,16,Route for Inspection,14,Building,16,2014-05-20 16:30:00
1020820040,19000,28,Route for Inspection,26,Building,28,2017-08-16 02:34:17
1020820047,600,3,VIOLATION,3,Building,3,2018-09-16 08:00:00
1020820057,200,1,VIOLATION,1,Building,1,2014-04-16 00:00:00
1020830001,400,2,Complaint,1,Building,2,2017-02-14 00:00:00
1020830015,1000,5,Complaint,5,Building,5,2017-07-11 14:24:00
1020830026,600,3,Complaint,3,Building,3,2016-04-19 08:00:00
1020830048,400,2,VIOLATION,2,Building,2,2018-02-22 00:00:00
1020830049,200,1,Complaint,1,Building,1,2016-10-05 00:00:00
1020840020,200,1,Complaint,1,Building,1,2018-07-10 00:00:00
1020840049,200,1,VIOLATION,1,Building,1,2016-11-29 00:00:00
1020840062,400,2,Complaint,2,Building,2,2016-12-16 00:00:00
1020860036,200,1,VIOLATION,1,Building,1,2013-04-15 00:00:00
1020860041,200,1,VIOLATION,1,Building,1,2013-01-04 00:00:00
1020860049,200,1,Complaint,1,Building,1,2016-10-01 00:00:00
1020870034,200,1,Complaint,1,Building,1,2017-08-14 00:00:00
1020870036,200,1,Complaint,1,Building,1,2018-02-09 00:00:00
1020870038,200,1,Complaint,1,Building,1,2017-05-08 00:00:00
1020870041,600,3,Complaint,3,Building,3,2017-08-13 08:00:00
1020870050,1000,5,Complaint,5,Building,5,2016-06-19 09:36:00
1020870093,200,1,Complaint,1,Building,1,2016-04-11 00:00:00
1020880019,1200,6,Complaint,6,Building,6,2016-10-25 12:00:00
1020880043,2000,10,Complaint,9,Building,10,2018-02-03 14:24:00
1020880051,600,3,Complaint,3,Building,3,2017-01-22 00:00:00
1020880074,200,1,Complaint,1,Building,1,2016-05-26 00:00:00
1020880087,200,1,Complaint,1,Building,1,2018-01-26 00:00:00
1020880098,800,4,Complaint,4,Building,4,2017-01-26 18:00:00
1020880106,600,3,Complaint,3,Building,3,2017-01-23 16:00:00
1020880114,400,2,Complaint,2,Building,2,2017-02-01 12:00:00
1020890031,600,3,Complaint,3,Building,3,2018-07-20 08:00:00
1020890033,1400,7,Complaint,7,Building,7,2018-01-23 20:34:17
1020900040,400,2,Complaint,2,Building,2,2016-09-15 12:00:00
1020910017,600,3,Complaint,3,Building,3,2018-07-16 00:00:00
1020910038,200,1,Complaint,1,Building,1,2016-07-17 00:00:00
1020910048,800,4,Complaint,3,Building,4,2017-06-05 12:00:00
1020920046,42200,30,Route for Inspection,25,Building,30,2015-02-24 20:48:00
1020940023,200,1,Complaint,1,Building,1,2016-08-11 00:00:00
1020947501,1200,6,Complaint,6,Building,6,2018-03-25 20:00:00
1020950033,1400,7,Complaint,7,Building,7,2017-01-14 20:34:17
1020957502,400,2,Complaint,2,Building,2,2017-04-15 12:00:00
1020960017,200,1,Complaint,1,Building,1,2016-11-04 00:00:00
1020960034,200,1,Complaint,1,Building,1,2017-09-09 00:00:00
1020967501,55800,16,Complaint,8,Building,16,2017-03-21 03:00:00
1020970047,1000,5,Complaint,5,Building,5,2017-10-23 00:00:00
1020980013,400,2,Complaint,1,Building,2,2017-05-24 00:00:00
1020980019,200,1,VIOLATION,1,Building,1,2017-10-18 00:00:00
1020980029,57800,6,Route for Inspection,4,Building,6,2018-09-29 08:00:00
1020980036,3800,19,Complaint,19,Building,19,2017-06-28 13:53:41
1020980043,1000,5,Complaint,5,Building,5,2017-11-06 19:12:00
1020980053,800,4,VIOLATION,3,Building,4,2017-05-17 06:00:00
1020990010,800,4,Complaint,4,Building,4,2017-09-26 12:00:00
1020990029,200,1,VIOLATION,1,Building,1,2019-02-22 00:00:00
1021070020,200,1,Complaint,1,Building,1,2016-09-06 00:00:00
1021080009,200,1,VIOLATION,1,Building,1,2015-06-15 00:00:00
1021080033,5400,27,Complaint,27,Building,27,2017-06-02 08:53:20
1021080073,400,2,VIOLATION,2,Building,2,2018-07-31 00:00:00
1021080075,400,2,VIOLATION,2,Building,2,2014-01-20 00:00:00
1021090001,200,1,VIOLATION,1,Building,1,2016-02-16 00:00:00
1021090007,1600,8,Complaint,4,Building,8,2016-02-29 15:00:00
1021090018,600,3,Complaint,3,Building,3,2017-02-25 00:00:00
1021090070,27700,16,Route for Inspection,14,Building,16,2017-04-16 13:30:00
1021090088,200,1,Complaint,1,Building,1,2016-08-01 00:00:00
1021100024,600,3,Complaint,2,Building,3,2017-12-15 16:00:00
1021100037,200,1,Complaint,1,Building,1,2018-06-25 00:00:00
1021100062,800,4,VIOLATION,4,Building,4,2014-03-10 06:00:00
1021100065,3600,18,VIOLATION,16,Building,18,2015-07-26 10:40:00
1021100066,1200,6,VIOLATION,6,Building,6,2015-06-14 20:00:00
1021100076,7200,36,VIOLATION,30,Building,36,2014-03-21 08:40:00
1021110044,200,1,Complaint,1,Building,1,2017-09-18 00:00:00
1021110050,200,1,Complaint,1,Building,1,2018-09-06 00:00:00
1021110064,200,1,Complaint,1,Building,1,2017-02-16 00:00:00
1021110083,17400,19,Route for Inspection,17,Building,19,2010-04-20 21:28:25
1021120015,400,2,Complaint,2,Building,2,2018-10-14 12:00:00
1021140005,400,2,VIOLATION,2,Building,2,2015-05-01 00:00:00
1021140066,24100,19,Route for Inspection,13,Building,19,2015-12-15 02:31:34
1021150005,200,1,VIOLATION,1,Building,1,2018-12-13 00:00:00
1021150047,400,2,Complaint,2,Building,2,2018-03-01 12:00:00
1021160029,400,2,Complaint,2,Building,2,2016-04-01 12:00:00
1021160058,1000,5,Complaint,5,Building,5,2018-04-19 04:48:00
1021170017,10400,4,PROJECT BLDG,2,Building,4,2016-08-16 00:00:00
1021170023,200,1,Complaint,1,Building,1,2017-01-30 00:00:00
1021170025,200,1,VIOLATION,1,Building,1,2014-03-31 00:00:00
1021170028,200,1,Complaint,1,Building,1,2016-04-07 00:00:00
1021170032,27900,38,Route for Inspection,30,Building,38,2015-10-31 17:41:03
1021170042,400,2,Complaint,2,Building,2,2017-02-01 00:00:00
1021170054,200,1,Complaint,1,Building,1,2015-11-29 00:00:00
1021170056,69600,55,Route for Inspection,47,Building,55,2011-11-21 06:06:32
1021170059,25400,9,Route for Inspection,7,Building,9,2009-07-21 02:40:00
1021180011,200,1,Complaint,1,Building,1,2016-12-14 00:00:00
1021190005,1800,9,Complaint,9,Building,9,2017-10-27 08:00:00
1021190012,800,4,Complaint,4,Building,4,2018-02-14 12:00:00
1021190036,1400,7,Complaint,7,Building,7,2017-09-19 03:25:42
1021190064,200,1,Complaint,1,Building,1,2018-01-31 00:00:00
1021190121,200,1,Complaint,1,Building,1,2018-04-23 00:00:00
1021210047,200,1,Complaint,1,Building,1,2016-04-04 00:00:00
1021220013,13600,15,Route for Inspection,7,Building,15,2017-07-15 20:48:00
1021220015,1200,6,Complaint,6,Building,6,2016-07-25 12:00:00
1021220021,800,4,Complaint,3,Building,4,2016-04-20 12:00:00
1021220048,1000,5,Complaint,5,Building,5,2017-06-03 19:12:00
1021220058,800,4,Complaint,4,Building,4,2018-05-19 12:00:00
1021220073,400,2,VIOLATION,2,Building,2,2012-12-18 00:00:00
1021220077,400,2,Complaint,2,Building,2,2016-09-20 00:00:00
1021220088,600,3,Complaint,3,Building,3,2018-04-27 08:00:00
1021220150,600,3,Complaint,3,Building,3,2016-12-11 08:00:00
1021220153,1000,5,Complaint,5,Building,5,2016-07-26 19:12:00
1021230059,400,2,Complaint,2,Building,2,2018-07-22 00:00:00
1021230100,600,3,Complaint,3,Building,3,2017-01-24 16:00:00
1021230101,800,4,Complaint,4,Building,4,2018-11-15 18:00:00
1021250034,200,1,Complaint,1,Building,1,2018-06-01 00:00:00
1021260042,200,1,Complaint,1,Building,1,2016-09-29 00:00:00
1021260046,200,1,Complaint,1,Building,1,2017-01-04 00:00:00
1021260048,400,2,Complaint,2,Building,2,2018-02-21 00:00:00
1021270015,400,2,Complaint,2,Building,2,2017-07-13 12:00:00
1021270054,26100,8,Route for Inspection,6,Building,8,2011-01-12 21:00:00
1021280008,200,1,Complaint,1,Building,1,2017-07-26 00:00:00
1021280022,400,2,Complaint,2,Building,2,2018-08-15 00:00:00
1021280026,200,1,Complaint,1,Building,1,2017-03-09 00:00:00
1021280029,200,1,Complaint,1,Building,1,2015-11-29 00:00:00
1021280042,400,2,VIOLATION,2,Building,2,2016-03-14 00:00:00
1021280043,200,1,Complaint,1,Building,1,2016-05-05 00:00:00
1021280044,600,3,VIOLATION,3,Building,3,2016-09-27 16:00:00
1021290001,1800,9,Complaint,9,Building,9,2017-08-05 13:20:00
1021290008,200,1,Complaint,1,Building,1,2017-09-23 00:00:00
1021300009,400,2,Complaint,2,Building,2,2018-11-11 12:00:00
1021300022,200,1,Complaint,1,Building,1,2019-01-13 00:00:00
1021300029,600,3,VIOLATION,3,Building,3,2017-02-16 08:00:00
1021300059,600,3,VIOLATION,2,Building,3,2017-05-17 16:00:00
1021310013,400,2,Complaint,2,Building,2,2016-03-04 12:00:00
1021310044,600,3,Complaint,3,Building,3,2017-12-19 08:00:00
1021310048,2800,14,Complaint,12,Building,14,2017-03-01 06:51:25
1021320021,1000,5,Complaint,5,Building,5,2018-03-07 19:12:00
1021320029,24000,18,Route for Inspection,13,Building,18,2016-08-14 01:20:00
1021330001,200,1,Complaint,1,Building,1,2017-05-15 00:00:00
1021330022,400,2,Complaint,2,Building,2,2018-06-29 12:00:00
1021330030,2000,10,Complaint,10,Building,10,2018-08-23 02:24:00
1021330073,200,1,Complaint,1,Building,1,2016-08-01 00:00:00
1021330076,1000,5,Complaint,5,Building,5,2016-09-08 09:36:00
1021330086,200,1,Complaint,1,Building,1,2017-09-25 00:00:00
1021340080,200,1,Complaint,1,Building,1,2016-07-24 00:00:00
1021340090,200,1,Complaint,1,Building,1,2016-04-15 00:00:00
1021340100,400,2,Complaint,2,Building,2,2017-12-27 00:00:00
1021340199,2000,10,Complaint,10,Building,10,2017-10-02 07:12:00
1021347503,200,1,Complaint,1,Building,1,2018-09-25 00:00:00
1021360013,400,2,Complaint,2,Building,2,2017-10-24 12:00:00
1021360020,400,2,Complaint,2,Building,2,2016-07-20 00:00:00
1021360024,200,1,Complaint,1,Building,1,2016-09-22 00:00:00
1021360060,400,2,Complaint,2,Building,2,2016-10-24 12:00:00
1021360090,1800,9,Complaint,9,Building,9,2017-01-19 16:00:00
1021360102,800,4,Complaint,4,Building,4,2017-02-09 18:00:00
1021360106,200,1,Complaint,1,Building,1,2018-02-20 00:00:00
1021360140,200,1,Complaint,1,Building,1,2018-03-09 00:00:00
1021360150,2000,10,Complaint,10,Building,10,2018-05-03 19:12:00
1021360167,72600,5,Route for Inspection,3,Building,5,2015-09-01 00:00:00
1021360225,1800,9,Complaint,9,Building,9,2017-09-26 10:40:00
1021370011,1600,8,Complaint,8,Building,8,2016-06-05 15:00:00
1021370014,5200,26,Complaint,20,Building,26,2016-07-13 02:46:09
1021370040,1000,5,Complaint,5,Building,5,2016-10-05 09:36:00
1021370046,600,3,Complaint,3,Building,3,2016-03-10 08:00:00
1021370070,1200,6,Complaint,6,Building,6,2018-04-23 12:00:00
1021370091,600,3,Complaint,2,Building,3,2016-05-28 16:00:00
1021370115,200,1,Complaint,1,Building,1,2016-07-05 00:00:00
1021370126,600,3,Complaint,3,Building,3,2016-08-28 16:00:00
1021380132,200,1,Complaint,1,Building,1,2016-10-19 00:00:00
1021390167,200,1,Complaint,1,Building,1,2018-08-27 00:00:00
1021390170,400,2,Complaint,2,Building,2,2018-10-21 12:00:00
1021390181,200,1,Complaint,1,Building,1,2018-12-03 00:00:00
1021390204,1000,5,Complaint,5,Building,5,2017-01-28 04:48:00
1021390329,400,2,Complaint,2,Building,2,2016-06-18 12:00:00
1021390517,1400,7,Complaint,7,Building,7,2017-12-30 00:00:00
1021390530,400,2,Complaint,2,Building,2,2018-12-21 00:00:00
1021410048,800,4,Complaint,4,Building,4,2018-07-18 06:00:00
1021420073,200,1,Complaint,1,Building,1,2016-08-04 00:00:00
1021420130,400,2,Complaint,2,Building,2,2017-05-29 00:00:00
1021420136,200,1,Complaint,1,Building,1,2018-08-30 00:00:00
1021420161,800,4,Complaint,4,Building,4,2018-09-07 18:00:00
1021420178,200,1,Complaint,1,Building,1,2017-12-23 00:00:00
1021420187,200,1,VIOLATION,1,Building,1,2014-04-21 00:00:00
1021420202,600,3,Complaint,3,Building,3,2016-05-07 00:00:00
1021420217,200,1,Complaint,1,Building,1,2017-10-30 00:00:00
1021420237,600,3,Complaint,3,Building,3,2018-07-10 16:00:00
1021430008,400,2,Complaint,2,Building,2,2017-05-15 00:00:00
1021430055,2200,11,VIOLATION,11,Building,11,2013-11-06 06:32:43
1021440029,600,3,Complaint,3,Building,3,2017-07-31 16:00:00
